time_to_depletion,total_nectar_collected,time_to_first_nectar,success,idle_prob,follow_prob,rep,perc_scouts,sense_range,kappa_0,alpha,beta,w_dir
,37,,False,,0.75,1,,,20.0,,,
,52,,False,,0.75,2,,,20.0,,,
,44,,False,,0.75,3,,,10.0,,,
,38,,False,,0.75,3,,,20.0,,,
,42,,False,,0.75,0,,,50.0,,,
,34,,False,,0.75,0,,,20.0,,,
,46,,False,,0.75,4,,,20.0,,,
,48,,False,,0.75,1,,,50.0,,,
,51,,False,,0.75,3,,,50.0,,,
,38,,False,,0.75,4,,,50.0,,,
,48,,False,,1.0,0,,,1.0,,,
,52,,False,,1.0,1,,,1.0,,,
,47,,False,,1.0,2,,,1.0,,,
,56,,False,,1.0,4,,,1.0,,,
,54,,False,,1.0,3,,,1.0,,,
,48,,False,,0.75,2,,,50.0,,,
,49,,False,,1.0,1,,,5.0,,,
,39,,False,,1.0,0,,,5.0,,,
,49,,False,,1.0,3,,,5.0,,,
,48,,False,,1.0,4,,,5.0,,,
,53,,False,,1.0,1,,,10.0,,,
,41,,False,,1.0,2,,,5.0,,,
,47,,False,,1.0,2,,,10.0,,,
,42,,False,,1.0,0,,,10.0,,,
,45,,False,,1.0,3,,,10.0,,,
,43,,False,,1.0,4,,,10.0,,,
,42,,False,,1.0,0,,,20.0,,,
,38,,False,,1.0,2,,,20.0,,,
,40,,False,,1.0,1,,,20.0,,,
,52,,False,,1.0,3,,,20.0,,,
,41,,False,,1.0,4,,,20.0,,,
,47,,False,,1.0,1,,,50.0,,,
,48,,False,,1.0,0,,,50.0,,,
,43,,False,,1.0,2,,,50.0,,,
,44,,False,,1.0,3,,,50.0,,,
,52,,False,,1.0,4,,,50.0,,,
,51,,False,,0.0,0,,,,1.0,,
,42,,False,,0.0,1,,,,1.0,,
,46,,False,,0.0,2,,,,1.0,,
,42,,False,,0.0,3,,,,1.0,,
,40,,False,,0.0,4,,,,1.0,,
,33,,False,,0.0,0,,,,5.0,,
,46,,False,,0.0,1,,,,5.0,,
,47,,False,,0.0,2,,,,5.0,,
,42,,False,,0.0,3,,,,5.0,,
,48,,False,,0.0,4,,,,5.0,,
,50,,False,,0.0,0,,,,10.0,,
,42,,False,,0.0,1,,,,10.0,,
,43,,False,,0.0,2,,,,10.0,,
,44,,False,,0.0,3,,,,10.0,,
,39,,False,,0.0,4,,,,10.0,,
,42,,False,,0.0,0,,,,20.0,,
,39,,False,,0.0,1,,,,20.0,,
,46,,False,,0.0,2,,,,20.0,,
,40,,False,,0.0,3,,,,20.0,,
,46,,False,,0.0,4,,,,20.0,,
,46,,False,,0.0,0,,,,50.0,,
,40,,False,,0.0,1,,,,50.0,,
,45,,False,,0.0,2,,,,50.0,,
,38,,False,,0.0,3,,,,50.0,,
,46,,False,,0.0,4,,,,50.0,,
,44,,False,,0.25,0,,,,1.0,,
,40,,False,,0.25,1,,,,1.0,,
,44,,False,,0.25,2,,,,1.0,,
,44,,False,,0.25,3,,,,1.0,,
,34,,False,,0.25,4,,,,1.0,,
,54,,False,,0.25,0,,,,5.0,,
,54,,False,,0.25,1,,,,5.0,,
,50,,False,,0.25,2,,,,5.0,,
,46,,False,,0.25,3,,,,5.0,,
,45,,False,,0.25,4,,,,5.0,,
,43,,False,,0.25,0,,,,10.0,,
,50,,False,,0.25,1,,,,10.0,,
,52,,False,,0.25,2,,,,10.0,,
,50,,False,,0.25,3,,,,10.0,,
,44,,False,,0.25,4,,,,10.0,,
,32,,False,,0.25,0,,,,20.0,,
,45,,False,,0.25,1,,,,20.0,,
,35,,False,,0.25,2,,,,20.0,,
,37,,False,,0.25,3,,,,20.0,,
,50,,False,,0.25,4,,,,20.0,,
,41,,False,,0.25,0,,,,50.0,,
,50,,False,,0.25,1,,,,50.0,,
,53,,False,,0.25,2,,,,50.0,,
,42,,False,,0.25,3,,,,50.0,,
,51,,False,,0.25,4,,,,50.0,,
,42,,False,,0.5,0,,,,1.0,,
,45,,False,,0.5,1,,,,1.0,,
,41,,False,,0.5,2,,,,1.0,,
,49,,False,,0.5,3,,,,1.0,,
,52,,False,,0.5,4,,,,1.0,,
,41,,False,,0.5,0,,,,5.0,,
,49,,False,,0.5,1,,,,5.0,,
,43,,False,,0.5,2,,,,5.0,,
,52,,False,,0.5,3,,,,5.0,,
,43,,False,,0.5,4,,,,5.0,,
,47,,False,,0.5,0,,,,10.0,,
,53,,False,,0.5,1,,,,10.0,,
,48,,False,,0.5,2,,,,10.0,,
,50,,False,,0.5,3,,,,10.0,,
,45,,False,,0.5,4,,,,10.0,,
,43,,False,,0.5,0,,,,20.0,,
,37,,False,,0.5,1,,,,20.0,,
,39,,False,,0.5,2,,,,20.0,,
,35,,False,,0.5,3,,,,20.0,,
,48,,False,,0.5,4,,,,20.0,,
,41,,False,,0.5,0,,,,50.0,,
,46,,False,,0.5,1,,,,50.0,,
,38,,False,,0.5,2,,,,50.0,,
,33,,False,,0.5,3,,,,50.0,,
,42,,False,,0.5,4,,,,50.0,,
,49,,False,,0.75,0,,,,1.0,,
,33,,False,,0.75,1,,,,1.0,,
,35,,False,,0.75,2,,,,1.0,,
,56,,False,,0.75,3,,,,1.0,,
,46,,False,,0.75,4,,,,1.0,,
,45,,False,,0.75,0,,,,5.0,,
,38,,False,,0.75,1,,,,5.0,,
,49,,False,,0.75,2,,,,5.0,,
,38,,False,,0.75,3,,,,5.0,,
,46,,False,,0.75,4,,,,5.0,,
,46,,False,,0.75,0,,,,10.0,,
,44,,False,,0.75,2,,,,10.0,,
,43,,False,,0.75,3,,,,10.0,,
,43,,False,,0.75,4,,,,10.0,,
,43,,False,,0.75,0,,,,20.0,,
,45,,False,,0.75,1,,,,10.0,,
,45,,False,,0.75,1,,,,20.0,,
,41,,False,,0.75,2,,,,20.0,,
,47,,False,,0.75,3,,,,20.0,,
,37,,False,,0.75,4,,,,20.0,,
,32,,False,,0.75,0,,,,50.0,,
,47,,False,,0.75,1,,,,50.0,,
,52,,False,,0.75,2,,,,50.0,,
,41,,False,,0.75,3,,,,50.0,,
,42,,False,,0.75,4,,,,50.0,,
,38,,False,,1.0,0,,,,1.0,,
,53,,False,,1.0,1,,,,1.0,,
,47,,False,,1.0,2,,,,1.0,,
,48,,False,,1.0,3,,,,1.0,,
,39,,False,,1.0,4,,,,1.0,,
,47,,False,,1.0,0,,,,5.0,,
,48,,False,,1.0,1,,,,5.0,,
,45,,False,,1.0,2,,,,5.0,,
,43,,False,,1.0,3,,,,5.0,,
,47,,False,,1.0,4,,,,5.0,,
,41,,False,,1.0,1,,,,10.0,,
,39,,False,,1.0,0,,,,10.0,,
,45,,False,,1.0,2,,,,10.0,,
,53,,False,,1.0,4,,,,10.0,,
,43,,False,,1.0,3,,,,10.0,,
,40,,False,,1.0,0,,,,20.0,,
,40,,False,,1.0,2,,,,20.0,,
,42,,False,,1.0,1,,,,20.0,,
,39,,False,,1.0,3,,,,20.0,,
,42,,False,,1.0,0,,,,50.0,,
,50,,False,,1.0,4,,,,20.0,,
,44,,False,,1.0,1,,,,50.0,,
,49,,False,,1.0,3,,,,50.0,,
,42,,False,,1.0,2,,,,50.0,,
,47,,False,,1.0,4,,,,50.0,,
,41,,False,,0.0,0,,,,,1.0,
,40,,False,,0.0,1,,,,,1.0,
,52,,False,,0.0,2,,,,,1.0,
,48,,False,,0.0,3,,,,,1.0,
,40,,False,,0.0,4,,,,,1.0,
,45,,False,,0.0,0,,,,,5.0,
,48,,False,,0.0,1,,,,,5.0,
,50,,False,,0.0,2,,,,,5.0,
,43,,False,,0.0,3,,,,,5.0,
,41,,False,,0.0,4,,,,,5.0,
,37,,False,,0.0,0,,,,,10.0,
,43,,False,,0.0,1,,,,,10.0,
,44,,False,,0.0,2,,,,,10.0,
,47,,False,,0.0,3,,,,,10.0,
,47,,False,,0.0,4,,,,,10.0,
,35,,False,,0.0,0,,,,,20.0,
,43,,False,,0.0,1,,,,,20.0,
,48,,False,,0.0,2,,,,,20.0,
,44,,False,,0.0,3,,,,,20.0,
,39,,False,,0.0,4,,,,,20.0,
,43,,False,,0.0,0,,,,,50.0,
,46,,False,,0.0,1,,,,,50.0,
,45,,False,,0.0,2,,,,,50.0,
,50,,False,,0.0,3,,,,,50.0,
,45,,False,,0.0,4,,,,,50.0,
,54,,False,,0.25,0,,,,,1.0,
,53,,False,,0.25,1,,,,,1.0,
,48,,False,,0.25,2,,,,,1.0,
,36,,False,,0.25,3,,,,,1.0,
,43,,False,,0.25,4,,,,,1.0,
,52,,False,,0.25,0,,,,,5.0,
,43,,False,,0.25,1,,,,,5.0,
,38,,False,,0.25,2,,,,,5.0,
,45,,False,,0.25,3,,,,,5.0,
,41,,False,,0.25,4,,,,,5.0,
,28,,False,,0.25,0,,,,,10.0,
,50,,False,,0.25,1,,,,,10.0,
,48,,False,,0.25,2,,,,,10.0,
,43,,False,,0.25,3,,,,,10.0,
,32,,False,,0.25,4,,,,,10.0,
,42,,False,,0.25,0,,,,,20.0,
,53,,False,,0.25,1,,,,,20.0,
,40,,False,,0.25,2,,,,,20.0,
,50,,False,,0.25,3,,,,,20.0,
,45,,False,,0.25,4,,,,,20.0,
,49,,False,,0.25,0,,,,,50.0,
,42,,False,,0.25,1,,,,,50.0,
,51,,False,,0.25,2,,,,,50.0,
,48,,False,,0.25,3,,,,,50.0,
,48,,False,,0.25,4,,,,,50.0,
,48,,False,,0.5,0,,,,,1.0,
,57,,False,,0.5,2,,,,,1.0,
,38,,False,,0.5,1,,,,,1.0,
,48,,False,,0.5,3,,,,,1.0,
,51,,False,,0.5,0,,,,,5.0,
,50,,False,,0.5,4,,,,,1.0,
,52,,False,,0.5,1,,,,,5.0,
,38,,False,,0.5,2,,,,,5.0,
,43,,False,,0.5,3,,,,,5.0,
,41,,False,,0.5,4,,,,,5.0,
,41,,False,,0.5,0,,,,,10.0,
,41,,False,,0.5,1,,,,,10.0,
,48,,False,,0.5,2,,,,,10.0,
,50,,False,,0.5,3,,,,,10.0,
,35,,False,,0.5,4,,,,,10.0,
,41,,False,,0.5,0,,,,,20.0,
,34,,False,,0.5,1,,,,,20.0,
,53,,False,,0.5,2,,,,,20.0,
,49,,False,,0.5,3,,,,,20.0,
,41,,False,,0.5,4,,,,,20.0,
,48,,False,,0.5,0,,,,,50.0,
,51,,False,,0.5,1,,,,,50.0,
,54,,False,,0.5,2,,,,,50.0,
,48,,False,,0.5,3,,,,,50.0,
,50,,False,,0.5,4,,,,,50.0,
,50,,False,,0.75,1,,,,,1.0,
,40,,False,,0.75,0,,,,,1.0,
,41,,False,,0.75,2,,,,,1.0,
,44,,False,,0.75,4,,,,,1.0,
,52,,False,,0.75,3,,,,,1.0,
,43,,False,,0.75,0,,,,,5.0,
,38,,False,,0.75,1,,,,,5.0,
,54,,False,,0.75,2,,,,,5.0,
,50,,False,,0.75,4,,,,,5.0,
,47,,False,,0.75,3,,,,,5.0,
,33,,False,,0.75,0,,,,,10.0,
,54,,False,,0.75,1,,,,,10.0,
,48,,False,,0.75,2,,,,,10.0,
,44,,False,,0.75,4,,,,,10.0,
,42,,False,,0.75,3,,,,,10.0,
,46,,False,,0.75,0,,,,,20.0,
,41,,False,,0.75,1,,,,,20.0,
,42,,False,,0.75,2,,,,,20.0,
,39,,False,,0.75,3,,,,,20.0,
,48,,False,,0.75,4,,,,,20.0,
,48,,False,,0.75,1,,,,,50.0,
,47,,False,,0.75,0,,,,,50.0,
,48,,False,,0.75,2,,,,,50.0,
,41,,False,,0.75,3,,,,,50.0,
,48,,False,,0.75,4,,,,,50.0,
,53,,False,,1.0,0,,,,,1.0,
,42,,False,,1.0,1,,,,,1.0,
,34,,False,,1.0,2,,,,,1.0,
,41,,False,,1.0,3,,,,,1.0,
,40,,False,,1.0,4,,,,,1.0,
,44,,False,,1.0,0,,,,,5.0,
,39,,False,,1.0,1,,,,,5.0,
,47,,False,,1.0,2,,,,,5.0,
,51,,False,,1.0,3,,,,,5.0,
,43,,False,,1.0,4,,,,,5.0,
,40,,False,,1.0,0,,,,,10.0,
,48,,False,,1.0,2,,,,,10.0,
,39,,False,,1.0,1,,,,,10.0,
,44,,False,,1.0,3,,,,,10.0,
,44,,False,,1.0,4,,,,,10.0,
,42,,False,,1.0,0,,,,,20.0,
,46,,False,,1.0,1,,,,,20.0,
,39,,False,,1.0,2,,,,,20.0,
,45,,False,,1.0,3,,,,,20.0,
,53,,False,,1.0,4,,,,,20.0,
,54,,False,,1.0,0,,,,,50.0,
,48,,False,,1.0,1,,,,,50.0,
,42,,False,,1.0,2,,,,,50.0,
,38,,False,,1.0,3,,,,,50.0,
,44,,False,,1.0,4,,,,,50.0,
,38,,False,,0.0,0,,,,,,0.0
,31,,False,,0.0,1,,,,,,0.0
,43,,False,,0.0,2,,,,,,0.0
,50,,False,,0.0,3,,,,,,0.0
,43,,False,,0.0,4,,,,,,0.0
,47,,False,,0.0,0,,,,,,0.25
,43,,False,,0.0,1,,,,,,0.25
,51,,False,,0.0,2,,,,,,0.25
,35,,False,,0.0,3,,,,,,0.25
,45,,False,,0.0,4,,,,,,0.25
,48,,False,,0.0,0,,,,,,0.5
,44,,False,,0.0,1,,,,,,0.5
,40,,False,,0.0,2,,,,,,0.5
,50,,False,,0.0,3,,,,,,0.5
,45,,False,,0.0,4,,,,,,0.5
,52,,False,,0.0,0,,,,,,0.75
,46,,False,,0.0,1,,,,,,0.75
,45,,False,,0.0,2,,,,,,0.75
,42,,False,,0.0,3,,,,,,0.75
,42,,False,,0.0,4,,,,,,0.75
,38,,False,,0.0,0,,,,,,1.0
,36,,False,,0.0,2,,,,,,1.0
,42,,False,,0.0,1,,,,,,1.0
,48,,False,,0.0,3,,,,,,1.0
,39,,False,,0.0,4,,,,,,1.0
,34,,False,,0.25,0,,,,,,0.0
,46,,False,,0.25,1,,,,,,0.0
,47,,False,,0.25,2,,,,,,0.0
,38,,False,,0.25,4,,,,,,0.0
,57,,False,,0.25,3,,,,,,0.0
,44,,False,,0.25,0,,,,,,0.25
,51,,False,,0.25,2,,,,,,0.25
,45,,False,,0.25,1,,,,,,0.25
,47,,False,,0.25,3,,,,,,0.25
,39,,False,,0.25,4,,,,,,0.25
,42,,False,,0.25,0,,,,,,0.5
,41,,False,,0.25,1,,,,,,0.5
,38,,False,,0.25,2,,,,,,0.5
,39,,False,,0.25,0,,,,,,0.75
,38,,False,,0.25,4,,,,,,0.5
,50,,False,,0.25,3,,,,,,0.5
,42,,False,,0.25,2,,,,,,0.75
,53,,False,,0.25,1,,,,,,0.75
,53,,False,,0.25,3,,,,,,0.75
,44,,False,,0.25,0,,,,,,1.0
,42,,False,,0.25,4,,,,,,0.75
,45,,False,,0.25,1,,,,,,1.0
,45,,False,,0.25,2,,,,,,1.0
,40,,False,,0.25,3,,,,,,1.0
,46,,False,,0.5,0,,,,,,0.0
,42,,False,,0.25,4,,,,,,1.0
,42,,False,,0.5,2,,,,,,0.0
,50,,False,,0.5,1,,,,,,0.0
,45,,False,,0.5,3,,,,,,0.0
,55,,False,,0.5,0,,,,,,0.25
,50,,False,,0.5,4,,,,,,0.0
,39,,False,,0.5,1,,,,,,0.25
,43,,False,,0.5,3,,,,,,0.25
,46,,False,,0.5,2,,,,,,0.25
,39,,False,,0.5,4,,,,,,0.25
,44,,False,,0.5,0,,,,,,0.5
,51,,False,,0.5,1,,,,,,0.5
,49,,False,,0.5,2,,,,,,0.5
,35,,False,,0.5,3,,,,,,0.5
,39,,False,,0.5,4,,,,,,0.5
,53,,False,,0.5,0,,,,,,0.75
,45,,False,,0.5,1,,,,,,0.75
,46,,False,,0.5,4,,,,,,0.75
,51,,False,,0.5,3,,,,,,0.75
,42,,False,,0.5,2,,,,,,0.75
,42,,False,,0.5,1,,,,,,1.0
,45,,False,,0.5,2,,,,,,1.0
,46,,False,,0.5,0,,,,,,1.0
,50,,False,,0.5,4,,,,,,1.0
,48,,False,,0.5,3,,,,,,1.0
,54,,False,,0.75,0,,,,,,0.0
,47,,False,,0.75,2,,,,,,0.0
,51,,False,,0.75,3,,,,,,0.0
,39,,False,,0.75,1,,,,,,0.0
,42,,False,,0.75,0,,,,,,0.25
,47,,False,,0.75,4,,,,,,0.0
,43,,False,,0.75,1,,,,,,0.25
,44,,False,,0.75,2,,,,,,0.25
,41,,False,,0.75,0,,,,,,0.5
,44,,False,,0.75,3,,,,,,0.25
,45,,False,,0.75,4,,,,,,0.25
,45,,False,,0.75,1,,,,,,0.5
,48,,False,,0.75,4,,,,,,0.5
,45,,False,,0.75,3,,,,,,0.5
,50,,False,,0.75,2,,,,,,0.5
,49,,False,,0.75,0,,,,,,0.75
,48,,False,,0.75,3,,,,,,0.75
,34,,False,,0.75,2,,,,,,0.75
,48,,False,,0.75,1,,,,,,0.75
,56,,False,,0.75,4,,,,,,0.75
,40,,False,,0.75,0,,,,,,1.0
,28,,False,,0.75,1,,,,,,1.0
,43,,False,,0.75,2,,,,,,1.0
,41,,False,,0.75,3,,,,,,1.0
,52,,False,,0.75,4,,,,,,1.0
,40,,False,,1.0,0,,,,,,0.0
,48,,False,,1.0,1,,,,,,0.0
,38,,False,,1.0,2,,,,,,0.0
,48,,False,,1.0,3,,,,,,0.0
,47,,False,,1.0,4,,,,,,0.0
,51,,False,,1.0,1,,,,,,0.25
,51,,False,,1.0,0,,,,,,0.25
,43,,False,,1.0,2,,,,,,0.25
,44,,False,,1.0,3,,,,,,0.25
,52,,False,,1.0,0,,,,,,0.5
,52,,False,,1.0,4,,,,,,0.25
,41,,False,,1.0,1,,,,,,0.5
,47,,False,,1.0,3,,,,,,0.5
,43,,False,,1.0,2,,,,,,0.5
,43,,False,,1.0,4,,,,,,0.5
,53,,False,,1.0,1,,,,,,0.75
,41,,False,,1.0,0,,,,,,0.75
,54,,False,,1.0,3,,,,,,0.75
,49,,False,,1.0,2,,,,,,0.75
,44,,False,,1.0,4,,,,,,0.75
,45,,False,,1.0,0,,,,,,1.0
,48,,False,,1.0,1,,,,,,1.0
,48,,False,,1.0,3,,,,,,1.0
,48,,False,,1.0,2,,,,,,1.0
,46,,False,,1.0,4,,,,,,1.0
,48,,False,,,0,0.1,0.2,,,,
,45,,False,,,1,0.1,0.2,,,,
,39,,False,,,2,0.1,0.2,,,,
,37,,False,,,3,0.1,0.2,,,,
,49,,False,,,4,0.1,0.2,,,,
,44,,False,,,0,0.1,0.4,,,,
,40,,False,,,1,0.1,0.4,,,,
,45,,False,,,2,0.1,0.4,,,,
,47,,False,,,3,0.1,0.4,,,,
,43,,False,,,4,0.1,0.4,,,,
,48,,False,,,0,0.1,0.6000000000000001,,,,
,48,,False,,,1,0.1,0.6000000000000001,,,,
,52,,False,,,2,0.1,0.6000000000000001,,,,
,48,,False,,,3,0.1,0.6000000000000001,,,,
,50,,False,,,4,0.1,0.6000000000000001,,,,
,48,,False,,,0,0.1,0.8,,,,
,54,,False,,,1,0.1,0.8,,,,
,35,,False,,,2,0.1,0.8,,,,
,45,,False,,,3,0.1,0.8,,,,
,46,,False,,,4,0.1,0.8,,,,
,57,,False,,,0,0.1,1.0,,,,
,48,,False,,,1,0.1,1.0,,,,
,49,,False,,,2,0.1,1.0,,,,
,45,,False,,,3,0.1,1.0,,,,
,45,,False,,,4,0.1,1.0,,,,
,48,,False,,,0,0.30000000000000004,0.2,,,,
,42,,False,,,1,0.30000000000000004,0.2,,,,
,48,,False,,,2,0.30000000000000004,0.2,,,,
,44,,False,,,3,0.30000000000000004,0.2,,,,
,45,,False,,,4,0.30000000000000004,0.2,,,,
,46,,False,,,0,0.30000000000000004,0.4,,,,
,49,,False,,,1,0.30000000000000004,0.4,,,,
,38,,False,,,2,0.30000000000000004,0.4,,,,
,54,,False,,,3,0.30000000000000004,0.4,,,,
,42,,False,,,4,0.30000000000000004,0.4,,,,
,38,,False,,,0,0.30000000000000004,0.6000000000000001,,,,
,48,,False,,,1,0.30000000000000004,0.6000000000000001,,,,
,36,,False,,,2,0.30000000000000004,0.6000000000000001,,,,
,51,,False,,,3,0.30000000000000004,0.6000000000000001,,,,
,44,,False,,,4,0.30000000000000004,0.6000000000000001,,,,
,59,,False,,,0,0.30000000000000004,0.8,,,,
,55,,False,,,1,0.30000000000000004,0.8,,,,
,49,,False,,,2,0.30000000000000004,0.8,,,,
,46,,False,,,3,0.30000000000000004,0.8,,,,
,35,,False,,,4,0.30000000000000004,0.8,,,,
,52,,False,,,0,0.30000000000000004,1.0,,,,
,41,,False,,,1,0.30000000000000004,1.0,,,,
,54,,False,,,2,0.30000000000000004,1.0,,,,
,36,,False,,,3,0.30000000000000004,1.0,,,,
,39,,False,,,4,0.30000000000000004,1.0,,,,
,58,,False,,,0,0.5,0.2,,,,
,55,,False,,,1,0.5,0.2,,,,
,37,,False,,,2,0.5,0.2,,,,
,58,,False,,,3,0.5,0.2,,,,
,39,,False,,,0,0.5,0.4,,,,
,47,,False,,,4,0.5,0.2,,,,
,53,,False,,,1,0.5,0.4,,,,
,48,,False,,,2,0.5,0.4,,,,
,40,,False,,,3,0.5,0.4,,,,
,48,,False,,,4,0.5,0.4,,,,
,47,,False,,,0,0.5,0.6000000000000001,,,,
,50,,False,,,1,0.5,0.6000000000000001,,,,
,42,,False,,,2,0.5,0.6000000000000001,,,,
,55,,False,,,3,0.5,0.6000000000000001,,,,
,44,,False,,,4,0.5,0.6000000000000001,,,,
,41,,False,,,1,0.5,0.8,,,,
,51,,False,,,2,0.5,0.8,,,,
,39,,False,,,0,0.5,0.8,,,,
,42,,False,,,4,0.5,0.8,,,,
,46,,False,,,3,0.5,0.8,,,,
,47,,False,,,0,0.5,1.0,,,,
,52,,False,,,1,0.5,1.0,,,,
,50,,False,,,2,0.5,1.0,,,,
,43,,False,,,4,0.5,1.0,,,,
,45,,False,,,3,0.5,1.0,,,,
,41,,False,,,0,0.7000000000000001,0.2,,,,
,55,,False,,,2,0.7000000000000001,0.2,,,,
,45,,False,,,1,0.7000000000000001,0.2,,,,
,49,,False,,,3,0.7000000000000001,0.2,,,,
,48,,False,,,4,0.7000000000000001,0.2,,,,
,55,,False,,,0,0.7000000000000001,0.4,,,,
,40,,False,,,1,0.7000000000000001,0.4,,,,
,42,,False,,,3,0.7000000000000001,0.4,,,,
,41,,False,,,4,0.7000000000000001,0.4,,,,
,52,,False,,,0,0.7000000000000001,0.6000000000000001,,,,
,44,,False,,,2,0.7000000000000001,0.4,,,,
,52,,False,,,1,0.7000000000000001,0.6000000000000001,,,,
,43,,False,,,3,0.7000000000000001,0.6000000000000001,,,,
,38,,False,,,2,0.7000000000000001,0.6000000000000001,,,,
,38,,False,,,4,0.7000000000000001,0.6000000000000001,,,,
,40,,False,,,1,0.7000000000000001,0.8,,,,
,39,,False,,,0,0.7000000000000001,0.8,,,,
,51,,False,,,2,0.7000000000000001,0.8,,,,
,41,,False,,,3,0.7000000000000001,0.8,,,,
,46,,False,,,4,0.7000000000000001,0.8,,,,
,46,,False,,,1,0.7000000000000001,1.0,,,,
,52,,False,,,0,0.7000000000000001,1.0,,,,
,47,,False,,,2,0.7000000000000001,1.0,,,,
,31,,False,,,4,0.7000000000000001,1.0,,,,
,41,,False,,,3,0.7000000000000001,1.0,,,,
,46,,False,,,0,0.9,0.2,,,,
,49,,False,,,1,0.9,0.2,,,,
,46,,False,,,2,0.9,0.2,,,,
,44,,False,,,4,0.9,0.2,,,,
,43,,False,,,3,0.9,0.2,,,,
,50,,False,,,0,0.9,0.4,,,,
,39,,False,,,2,0.9,0.4,,,,
,44,,False,,,1,0.9,0.4,,,,
,34,,False,,,3,0.9,0.4,,,,
,41,,False,,,4,0.9,0.4,,,,
,45,,False,,,1,0.9,0.6000000000000001,,,,
,57,,False,,,2,0.9,0.6000000000000001,,,,
,45,,False,,,3,0.9,0.6000000000000001,,,,
,47,,False,,,4,0.9,0.6000000000000001,,,,
,43,,False,,,0,0.9,0.8,,,,
,46,,False,,,1,0.9,0.8,,,,
,42,,False,,,0,0.9,0.6000000000000001,,,,
,49,,False,,,3,0.9,0.8,,,,
,43,,False,,,2,0.9,0.8,,,,
,42,,False,,,4,0.9,0.8,,,,
,48,,False,,,1,0.9,1.0,,,,
,38,,False,,,0,0.9,1.0,,,,
,40,,False,,,2,0.9,1.0,,,,
,48,,False,,,3,0.9,1.0,,,,
,31,,False,,,4,0.9,1.0,,,,
,48,,False,,,0,0.1,,1.0,,,
,42,,False,,,1,0.1,,1.0,,,
,41,,False,,,2,0.1,,1.0,,,
,44,,False,,,3,0.1,,1.0,,,
,40,,False,,,4,0.1,,1.0,,,
,41,,False,,,0,0.1,,5.0,,,
,37,,False,,,1,0.1,,5.0,,,
,53,,False,,,2,0.1,,5.0,,,
,47,,False,,,3,0.1,,5.0,,,
,42,,False,,,4,0.1,,5.0,,,
,53,,False,,,0,0.1,,10.0,,,
,41,,False,,,1,0.1,,10.0,,,
,41,,False,,,2,0.1,,10.0,,,
,39,,False,,,3,0.1,,10.0,,,
,38,,False,,,4,0.1,,10.0,,,
,48,,False,,,0,0.1,,20.0,,,
,33,,False,,,1,0.1,,20.0,,,
,42,,False,,,3,0.1,,20.0,,,
,40,,False,,,2,0.1,,20.0,,,
,44,,False,,,4,0.1,,20.0,,,
,50,,False,,,1,0.1,,50.0,,,
,43,,False,,,0,0.1,,50.0,,,
,48,,False,,,2,0.1,,50.0,,,
,42,,False,,,3,0.1,,50.0,,,
,51,,False,,,4,0.1,,50.0,,,
,49,,False,,,1,0.30000000000000004,,1.0,,,
,55,,False,,,0,0.30000000000000004,,1.0,,,
,44,,False,,,2,0.30000000000000004,,1.0,,,
,52,,False,,,3,0.30000000000000004,,1.0,,,
,45,,False,,,4,0.30000000000000004,,1.0,,,
,41,,False,,,1,0.30000000000000004,,5.0,,,
,49,,False,,,0,0.30000000000000004,,5.0,,,
,52,,False,,,2,0.30000000000000004,,5.0,,,
,44,,False,,,3,0.30000000000000004,,5.0,,,
,37,,False,,,4,0.30000000000000004,,5.0,,,
,46,,False,,,0,0.30000000000000004,,10.0,,,
,47,,False,,,1,0.30000000000000004,,10.0,,,
,50,,False,,,2,0.30000000000000004,,10.0,,,
,40,,False,,,3,0.30000000000000004,,10.0,,,
,46,,False,,,4,0.30000000000000004,,10.0,,,
,38,,False,,,1,0.30000000000000004,,20.0,,,
,42,,False,,,0,0.30000000000000004,,20.0,,,
,40,,False,,,2,0.30000000000000004,,20.0,,,
,46,,False,,,3,0.30000000000000004,,20.0,,,
,38,,False,,,4,0.30000000000000004,,20.0,,,
,51,,False,,,0,0.30000000000000004,,50.0,,,
,55,,False,,,1,0.30000000000000004,,50.0,,,
,40,,False,,,2,0.30000000000000004,,50.0,,,
,54,,False,,,3,0.30000000000000004,,50.0,,,
,43,,False,,,4,0.30000000000000004,,50.0,,,
,45,,False,,,0,0.5,,1.0,,,
,40,,False,,,1,0.5,,1.0,,,
,43,,False,,,2,0.5,,1.0,,,
,43,,False,,,3,0.5,,1.0,,,
,50,,False,,,4,0.5,,1.0,,,
,41,,False,,,0,0.5,,5.0,,,
,50,,False,,,1,0.5,,5.0,,,
,45,,False,,,2,0.5,,5.0,,,
,54,,False,,,3,0.5,,5.0,,,
,46,,False,,,4,0.5,,5.0,,,
,48,,False,,,0,0.5,,10.0,,,
,47,,False,,,1,0.5,,10.0,,,
,42,,False,,,2,0.5,,10.0,,,
,38,,False,,,3,0.5,,10.0,,,
,38,,False,,,4,0.5,,10.0,,,
,37,,False,,,0,0.5,,20.0,,,
,46,,False,,,2,0.5,,20.0,,,
,40,,False,,,3,0.5,,20.0,,,
,49,,False,,,1,0.5,,20.0,,,
,32,,False,,,0,0.5,,50.0,,,
,48,,False,,,1,0.5,,50.0,,,
,51,,False,,,4,0.5,,20.0,,,
,47,,False,,,3,0.5,,50.0,,,
,38,,False,,,4,0.5,,50.0,,,
