time_to_depletion,total_nectar_collected,time_to_first_nectar,success,idle_prob,follow_prob,rep,perc_scouts,sense_range,kappa_0,alpha,beta,w_dir
,48,,False,0.375,,4,,,,50.0,,
,48,,False,0.5,,0,,,,1.0,,
,37,,False,0.5,,1,,,,1.0,,
,42,,False,0.5,,2,,,,1.0,,
,45,,False,0.5,,3,,,,1.0,,
,36,,False,0.5,,4,,,,1.0,,
,44,,False,0.5,,0,,,,5.0,,
,39,,False,0.5,,2,,,,5.0,,
,34,,False,0.5,,3,,,,5.0,,
,39,,False,0.5,,1,,,,5.0,,
,49,,False,0.5,,4,,,,5.0,,
,41,,False,0.5,,0,,,,10.0,,
,42,,False,0.5,,1,,,,10.0,,
,36,,False,0.5,,2,,,,10.0,,
,40,,False,0.5,,3,,,,10.0,,
,32,,False,0.5,,4,,,,10.0,,
,47,,False,0.5,,0,,,,20.0,,
,45,,False,0.5,,1,,,,20.0,,
,56,,False,0.5,,2,,,,20.0,,
,47,,False,0.5,,3,,,,20.0,,
,44,,False,0.5,,4,,,,20.0,,
,41,,False,0.5,,0,,,,50.0,,
,52,,False,0.5,,1,,,,50.0,,
,56,,False,0.5,,2,,,,50.0,,
,51,,False,0.5,,3,,,,50.0,,
,44,,False,0.5,,4,,,,50.0,,
,46,,False,0.0,,0,,,,,1.0,
,49,,False,0.0,,1,,,,,1.0,
,44,,False,0.0,,2,,,,,1.0,
,52,,False,0.0,,3,,,,,1.0,
,39,,False,0.0,,4,,,,,1.0,
,43,,False,0.0,,0,,,,,5.0,
,59,,False,0.0,,1,,,,,5.0,
,41,,False,0.0,,2,,,,,5.0,
,47,,False,0.0,,3,,,,,5.0,
,45,,False,0.0,,0,,,,,10.0,
,50,,False,0.0,,4,,,,,5.0,
,48,,False,0.0,,1,,,,,10.0,
,39,,False,0.0,,3,,,,,10.0,
,45,,False,0.0,,2,,,,,10.0,
,43,,False,0.0,,4,,,,,10.0,
,47,,False,0.0,,1,,,,,20.0,
,33,,False,0.0,,0,,,,,20.0,
,49,,False,0.0,,2,,,,,20.0,
,43,,False,0.0,,4,,,,,20.0,
,53,,False,0.0,,3,,,,,20.0,
,30,,False,0.0,,0,,,,,50.0,
,44,,False,0.0,,2,,,,,50.0,
,51,,False,0.0,,1,,,,,50.0,
,48,,False,0.0,,3,,,,,50.0,
,38,,False,0.125,,0,,,,,1.0,
,57,,False,0.0,,4,,,,,50.0,
,51,,False,0.125,,1,,,,,1.0,
,50,,False,0.125,,2,,,,,1.0,
,44,,False,0.125,,3,,,,,1.0,
,41,,False,0.125,,4,,,,,1.0,
,37,,False,0.125,,0,,,,,5.0,
,39,,False,0.125,,1,,,,,5.0,
,48,,False,0.125,,2,,,,,5.0,
,51,,False,0.125,,3,,,,,5.0,
,36,,False,0.125,,4,,,,,5.0,
,44,,False,0.125,,0,,,,,10.0,
,42,,False,0.125,,1,,,,,10.0,
,46,,False,0.125,,2,,,,,10.0,
,45,,False,0.125,,3,,,,,10.0,
,47,,False,0.125,,4,,,,,10.0,
,54,,False,0.125,,0,,,,,20.0,
,43,,False,0.125,,1,,,,,20.0,
,38,,False,0.125,,2,,,,,20.0,
,57,,False,0.125,,3,,,,,20.0,
,49,,False,0.125,,4,,,,,20.0,
,47,,False,0.125,,0,,,,,50.0,
,40,,False,0.125,,2,,,,,50.0,
,44,,False,0.125,,1,,,,,50.0,
,41,,False,0.125,,3,,,,,50.0,
,47,,False,0.125,,4,,,,,50.0,
,51,,False,0.25,,0,,,,,1.0,
,44,,False,0.25,,1,,,,,1.0,
,45,,False,0.25,,2,,,,,1.0,
,43,,False,0.25,,3,,,,,1.0,
,49,,False,0.25,,0,,,,,5.0,
,47,,False,0.25,,4,,,,,1.0,
,43,,False,0.25,,1,,,,,5.0,
,42,,False,0.25,,2,,,,,5.0,
,37,,False,0.25,,3,,,,,5.0,
,46,,False,0.25,,4,,,,,5.0,
,46,,False,0.25,,0,,,,,10.0,
,47,,False,0.25,,2,,,,,10.0,
,46,,False,0.25,,1,,,,,10.0,
,32,,False,0.25,,3,,,,,10.0,
,48,,False,0.25,,4,,,,,10.0,
,46,,False,0.25,,0,,,,,20.0,
,47,,False,0.25,,1,,,,,20.0,
,34,,False,0.25,,2,,,,,20.0,
,41,,False,0.25,,3,,,,,20.0,
,38,,False,0.25,,4,,,,,20.0,
,41,,False,0.25,,0,,,,,50.0,
,46,,False,0.25,,1,,,,,50.0,
,45,,False,0.25,,2,,,,,50.0,
,32,,False,0.25,,3,,,,,50.0,
,52,,False,0.25,,4,,,,,50.0,
,57,,False,0.375,,0,,,,,1.0,
,40,,False,0.375,,1,,,,,1.0,
,39,,False,0.375,,2,,,,,1.0,
,52,,False,0.375,,3,,,,,1.0,
,42,,False,0.375,,4,,,,,1.0,
,37,,False,0.375,,0,,,,,5.0,
,40,,False,0.375,,1,,,,,5.0,
,47,,False,0.375,,2,,,,,5.0,
,50,,False,0.375,,3,,,,,5.0,
,40,,False,0.375,,4,,,,,5.0,
,47,,False,0.375,,0,,,,,10.0,
,41,,False,0.375,,1,,,,,10.0,
,48,,False,0.375,,2,,,,,10.0,
,38,,False,0.375,,3,,,,,10.0,
,39,,False,0.375,,4,,,,,10.0,
,43,,False,0.375,,1,,,,,20.0,
,45,,False,0.375,,0,,,,,20.0,
,38,,False,0.375,,2,,,,,20.0,
,52,,False,0.375,,4,,,,,20.0,
,46,,False,0.375,,3,,,,,20.0,
,42,,False,0.375,,0,,,,,50.0,
,52,,False,0.375,,2,,,,,50.0,
,38,,False,0.375,,1,,,,,50.0,
,40,,False,0.375,,3,,,,,50.0,
,45,,False,0.375,,4,,,,,50.0,
,49,,False,0.5,,0,,,,,1.0,
,37,,False,0.5,,2,,,,,1.0,
,42,,False,0.5,,1,,,,,1.0,
,57,,False,0.5,,3,,,,,1.0,
,42,,False,0.5,,0,,,,,5.0,
,49,,False,0.5,,1,,,,,5.0,
,40,,False,0.5,,4,,,,,1.0,
,44,,False,0.5,,2,,,,,5.0,
,47,,False,0.5,,3,,,,,5.0,
,37,,False,0.5,,4,,,,,5.0,
,43,,False,0.5,,1,,,,,10.0,
,52,,False,0.5,,0,,,,,10.0,
,44,,False,0.5,,2,,,,,10.0,
,42,,False,0.5,,4,,,,,10.0,
,44,,False,0.5,,3,,,,,10.0,
,47,,False,0.5,,0,,,,,20.0,
,48,,False,0.5,,2,,,,,20.0,
,42,,False,0.5,,1,,,,,20.0,
,45,,False,0.5,,3,,,,,20.0,
,40,,False,0.5,,4,,,,,20.0,
,42,,False,0.5,,1,,,,,50.0,
,39,,False,0.5,,3,,,,,50.0,
,39,,False,0.5,,2,,,,,50.0,
,50,,False,0.5,,0,,,,,50.0,
,48,,False,0.5,,4,,,,,50.0,
,55,,False,0.0,,0,,,,,,0.0
,42,,False,0.0,,1,,,,,,0.0
,54,,False,0.0,,2,,,,,,0.0
,51,,False,0.0,,3,,,,,,0.0
,48,,False,0.0,,4,,,,,,0.0
,47,,False,0.0,,0,,,,,,0.25
,51,,False,0.0,,1,,,,,,0.25
,40,,False,0.0,,2,,,,,,0.25
,41,,False,0.0,,3,,,,,,0.25
,51,,False,0.0,,4,,,,,,0.25
,43,,False,0.0,,0,,,,,,0.5
,43,,False,0.0,,1,,,,,,0.5
,37,,False,0.0,,2,,,,,,0.5
,42,,False,0.0,,3,,,,,,0.5
,44,,False,0.0,,0,,,,,,0.75
,40,,False,0.0,,4,,,,,,0.5
,51,,False,0.0,,2,,,,,,0.75
,42,,False,0.0,,1,,,,,,0.75
,38,,False,0.0,,3,,,,,,0.75
,48,,False,0.0,,4,,,,,,0.75
,42,,False,0.0,,0,,,,,,1.0
,46,,False,0.0,,1,,,,,,1.0
,45,,False,0.0,,4,,,,,,1.0
,48,,False,0.0,,3,,,,,,1.0
,47,,False,0.0,,2,,,,,,1.0
,43,,False,0.125,,0,,,,,,0.0
,43,,False,0.125,,3,,,,,,0.0
,47,,False,0.125,,1,,,,,,0.0
,39,,False,0.125,,4,,,,,,0.0
,49,,False,0.125,,0,,,,,,0.25
,57,,False,0.125,,2,,,,,,0.0
,42,,False,0.125,,1,,,,,,0.25
,39,,False,0.125,,2,,,,,,0.25
,51,,False,0.125,,4,,,,,,0.25
,54,,False,0.125,,0,,,,,,0.5
,45,,False,0.125,,1,,,,,,0.5
,48,,False,0.125,,3,,,,,,0.25
,49,,False,0.125,,2,,,,,,0.5
,43,,False,0.125,,0,,,,,,0.75
,54,,False,0.125,,3,,,,,,0.5
,39,,False,0.125,,4,,,,,,0.5
,50,,False,0.125,,1,,,,,,0.75
,60,,False,0.125,,2,,,,,,0.75
,59,,False,0.125,,3,,,,,,0.75
,50,,False,0.125,,0,,,,,,1.0
,47,,False,0.125,,4,,,,,,0.75
,48,,False,0.125,,1,,,,,,1.0
,46,,False,0.125,,2,,,,,,1.0
,43,,False,0.25,,0,,,,,,0.0
,38,,False,0.125,,3,,,,,,1.0
,51,,False,0.125,,4,,,,,,1.0
,45,,False,0.25,,2,,,,,,0.0
,52,,False,0.25,,1,,,,,,0.0
,49,,False,0.25,,3,,,,,,0.0
,48,,False,0.25,,4,,,,,,0.0
,41,,False,0.25,,2,,,,,,0.25
,41,,False,0.25,,1,,,,,,0.25
,43,,False,0.25,,0,,,,,,0.25
,45,,False,0.25,,3,,,,,,0.25
,46,,False,0.25,,4,,,,,,0.25
,43,,False,0.25,,1,,,,,,0.5
,46,,False,0.25,,2,,,,,,0.5
,50,,False,0.25,,4,,,,,,0.5
,40,,False,0.25,,3,,,,,,0.5
,47,,False,0.25,,1,,,,,,0.75
,38,,False,0.25,,2,,,,,,0.75
,52,,False,0.25,,0,,,,,,0.75
,42,,False,0.25,,0,,,,,,0.5
,49,,False,0.25,,3,,,,,,0.75
,52,,False,0.25,,1,,,,,,1.0
,46,,False,0.25,,4,,,,,,0.75
,41,,False,0.25,,0,,,,,,1.0
,38,,False,0.25,,2,,,,,,1.0
,45,,False,0.25,,3,,,,,,1.0
,43,,False,0.375,,1,,,,,,0.0
,41,,False,0.25,,4,,,,,,1.0
,40,,False,0.375,,0,,,,,,0.0
,37,,False,0.375,,3,,,,,,0.0
,51,,False,0.375,,2,,,,,,0.0
,48,,False,0.375,,4,,,,,,0.0
,46,,False,0.375,,1,,,,,,0.25
,43,,False,0.375,,0,,,,,,0.25
,52,,False,0.375,,3,,,,,,0.25
,50,,False,0.375,,2,,,,,,0.25
,40,,False,0.375,,1,,,,,,0.5
,48,,False,0.375,,4,,,,,,0.25
,37,,False,0.375,,0,,,,,,0.5
,47,,False,0.375,,2,,,,,,0.5
,44,,False,0.375,,3,,,,,,0.5
,50,,False,0.375,,4,,,,,,0.5
,48,,False,0.375,,2,,,,,,0.75
,31,,False,0.375,,1,,,,,,0.75
,43,,False,0.375,,3,,,,,,0.75
,47,,False,0.375,,0,,,,,,0.75
,42,,False,0.375,,4,,,,,,0.75
,35,,False,0.375,,0,,,,,,1.0
,43,,False,0.375,,1,,,,,,1.0
,51,,False,0.375,,3,,,,,,1.0
,49,,False,0.375,,2,,,,,,1.0
,31,,False,0.5,,1,,,,,,0.0
,47,,False,0.375,,4,,,,,,1.0
,43,,False,0.5,,0,,,,,,0.0
,41,,False,0.5,,2,,,,,,0.0
,41,,False,0.5,,3,,,,,,0.0
,43,,False,0.5,,4,,,,,,0.0
,50,,False,0.5,,1,,,,,,0.25
,43,,False,0.5,,0,,,,,,0.25
,47,,False,0.5,,2,,,,,,0.25
,32,,False,0.5,,3,,,,,,0.25
,53,,False,0.5,,4,,,,,,0.25
,40,,False,0.5,,1,,,,,,0.5
,52,,False,0.5,,2,,,,,,0.5
,38,,False,0.5,,0,,,,,,0.5
,46,,False,0.5,,3,,,,,,0.5
,45,,False,0.5,,4,,,,,,0.5
,46,,False,0.5,,0,,,,,,0.75
,48,,False,0.5,,2,,,,,,0.75
,42,,False,0.5,,1,,,,,,0.75
,40,,False,0.5,,4,,,,,,0.75
,41,,False,0.5,,0,,,,,,1.0
,48,,False,0.5,,3,,,,,,0.75
,44,,False,0.5,,2,,,,,,1.0
,44,,False,0.5,,1,,,,,,1.0
,45,,False,0.5,,3,,,,,,1.0
,49,,False,0.5,,4,,,,,,1.0
,42,,False,,0.0,0,0.1,,,,,
,41,,False,,0.0,1,0.1,,,,,
,45,,False,,0.0,2,0.1,,,,,
,46,,False,,0.0,3,0.1,,,,,
,52,,False,,0.0,4,0.1,,,,,
,39,,False,,0.0,0,0.30000000000000004,,,,,
,46,,False,,0.0,1,0.30000000000000004,,,,,
,47,,False,,0.0,2,0.30000000000000004,,,,,
,42,,False,,0.0,3,0.30000000000000004,,,,,
,39,,False,,0.0,4,0.30000000000000004,,,,,
,45,,False,,0.0,0,0.5,,,,,
,45,,False,,0.0,1,0.5,,,,,
,46,,False,,0.0,2,0.5,,,,,
,43,,False,,0.0,3,0.5,,,,,
,49,,False,,0.0,4,0.5,,,,,
,54,,False,,0.0,0,0.7000000000000001,,,,,
,42,,False,,0.0,1,0.7000000000000001,,,,,
,48,,False,,0.0,2,0.7000000000000001,,,,,
,45,,False,,0.0,3,0.7000000000000001,,,,,
,50,,False,,0.0,4,0.7000000000000001,,,,,
,46,,False,,0.0,0,0.9,,,,,
,40,,False,,0.0,1,0.9,,,,,
,50,,False,,0.0,2,0.9,,,,,
,41,,False,,0.0,3,0.9,,,,,
,44,,False,,0.0,4,0.9,,,,,
,47,,False,,0.25,0,0.1,,,,,
,50,,False,,0.25,1,0.1,,,,,
,47,,False,,0.25,2,0.1,,,,,
,51,,False,,0.25,3,0.1,,,,,
,61,,False,,0.25,4,0.1,,,,,
,39,,False,,0.25,0,0.30000000000000004,,,,,
,40,,False,,0.25,1,0.30000000000000004,,,,,
,41,,False,,0.25,2,0.30000000000000004,,,,,
,48,,False,,0.25,3,0.30000000000000004,,,,,
,40,,False,,0.25,4,0.30000000000000004,,,,,
,50,,False,,0.25,0,0.5,,,,,
,55,,False,,0.25,1,0.5,,,,,
,34,,False,,0.25,2,0.5,,,,,
,41,,False,,0.25,3,0.5,,,,,
,49,,False,,0.25,4,0.5,,,,,
,45,,False,,0.25,0,0.7000000000000001,,,,,
,44,,False,,0.25,1,0.7000000000000001,,,,,
,45,,False,,0.25,2,0.7000000000000001,,,,,
,43,,False,,0.25,3,0.7000000000000001,,,,,
,41,,False,,0.25,4,0.7000000000000001,,,,,
,56,,False,,0.25,0,0.9,,,,,
,50,,False,,0.25,1,0.9,,,,,
,36,,False,,0.25,2,0.9,,,,,
,50,,False,,0.25,3,0.9,,,,,
,40,,False,,0.25,4,0.9,,,,,
,39,,False,,0.5,0,0.1,,,,,
,51,,False,,0.5,1,0.1,,,,,
,51,,False,,0.5,2,0.1,,,,,
,44,,False,,0.5,3,0.1,,,,,
,46,,False,,0.5,4,0.1,,,,,
,49,,False,,0.5,0,0.30000000000000004,,,,,
,45,,False,,0.5,1,0.30000000000000004,,,,,
,36,,False,,0.5,2,0.30000000000000004,,,,,
,51,,False,,0.5,3,0.30000000000000004,,,,,
,38,,False,,0.5,4,0.30000000000000004,,,,,
,38,,False,,0.5,0,0.5,,,,,
,37,,False,,0.5,1,0.5,,,,,
,55,,False,,0.5,2,0.5,,,,,
,42,,False,,0.5,3,0.5,,,,,
,46,,False,,0.5,4,0.5,,,,,
,52,,False,,0.5,0,0.7000000000000001,,,,,
,47,,False,,0.5,1,0.7000000000000001,,,,,
,43,,False,,0.5,2,0.7000000000000001,,,,,
,48,,False,,0.5,3,0.7000000000000001,,,,,
,43,,False,,0.5,4,0.7000000000000001,,,,,
,45,,False,,0.5,0,0.9,,,,,
,44,,False,,0.5,1,0.9,,,,,
,43,,False,,0.5,2,0.9,,,,,
,48,,False,,0.5,3,0.9,,,,,
,35,,False,,0.5,4,0.9,,,,,
,38,,False,,0.75,0,0.1,,,,,
,37,,False,,0.75,1,0.1,,,,,
,47,,False,,0.75,2,0.1,,,,,
,49,,False,,0.75,3,0.1,,,,,
,40,,False,,0.75,4,0.1,,,,,
,52,,False,,0.75,0,0.30000000000000004,,,,,
,58,,False,,0.75,1,0.30000000000000004,,,,,
,43,,False,,0.75,2,0.30000000000000004,,,,,
,46,,False,,0.75,3,0.30000000000000004,,,,,
,47,,False,,0.75,4,0.30000000000000004,,,,,
,47,,False,,0.75,0,0.5,,,,,
,42,,False,,0.75,1,0.5,,,,,
,55,,False,,0.75,2,0.5,,,,,
,39,,False,,0.75,3,0.5,,,,,
,47,,False,,0.75,4,0.5,,,,,
,56,,False,,0.75,0,0.7000000000000001,,,,,
,42,,False,,0.75,1,0.7000000000000001,,,,,
,37,,False,,0.75,2,0.7000000000000001,,,,,
,41,,False,,0.75,3,0.7000000000000001,,,,,
,42,,False,,0.75,4,0.7000000000000001,,,,,
,48,,False,,0.75,0,0.9,,,,,
,49,,False,,0.75,1,0.9,,,,,
,51,,False,,0.75,2,0.9,,,,,
,41,,False,,0.75,3,0.9,,,,,
,51,,False,,0.75,4,0.9,,,,,
,46,,False,,1.0,0,0.1,,,,,
,47,,False,,1.0,1,0.1,,,,,
,47,,False,,1.0,2,0.1,,,,,
,38,,False,,1.0,3,0.1,,,,,
,46,,False,,1.0,4,0.1,,,,,
,40,,False,,1.0,0,0.30000000000000004,,,,,
,45,,False,,1.0,1,0.30000000000000004,,,,,
,39,,False,,1.0,2,0.30000000000000004,,,,,
,51,,False,,1.0,3,0.30000000000000004,,,,,
,42,,False,,1.0,4,0.30000000000000004,,,,,
,38,,False,,1.0,0,0.5,,,,,
,54,,False,,1.0,2,0.5,,,,,
,44,,False,,1.0,3,0.5,,,,,
,43,,False,,1.0,4,0.5,,,,,
,57,,False,,1.0,0,0.7000000000000001,,,,,
,51,,False,,1.0,1,0.7000000000000001,,,,,
,49,,False,,1.0,2,0.7000000000000001,,,,,
,46,,False,,1.0,3,0.7000000000000001,,,,,
,52,,False,,1.0,0,0.9,,,,,
,49,,False,,1.0,4,0.7000000000000001,,,,,
,46,,False,,1.0,1,0.9,,,,,
,47,,False,,1.0,2,0.9,,,,,
,50,,False,,1.0,3,0.9,,,,,
,47,,False,,1.0,4,0.9,,,,,
,47,,False,,1.0,1,0.5,,,,,
,59,,False,,0.0,0,,0.2,,,,
,43,,False,,0.0,1,,0.2,,,,
,47,,False,,0.0,2,,0.2,,,,
,39,,False,,0.0,3,,0.2,,,,
,47,,False,,0.0,4,,0.2,,,,
,41,,False,,0.0,0,,0.4,,,,
,49,,False,,0.0,1,,0.4,,,,
,53,,False,,0.0,2,,0.4,,,,
,41,,False,,0.0,3,,0.4,,,,
,42,,False,,0.0,4,,0.4,,,,
,38,,False,,0.0,0,,0.6000000000000001,,,,
,43,,False,,0.0,1,,0.6000000000000001,,,,
,44,,False,,0.0,2,,0.6000000000000001,,,,
,45,,False,,0.0,3,,0.6000000000000001,,,,
,45,,False,,0.0,4,,0.6000000000000001,,,,
,47,,False,,0.0,0,,0.8,,,,
,50,,False,,0.0,2,,0.8,,,,
,58,,False,,0.0,3,,0.8,,,,
,32,,False,,0.0,1,,0.8,,,,
,42,,False,,0.0,4,,0.8,,,,
,43,,False,,0.0,0,,1.0,,,,
,42,,False,,0.0,1,,1.0,,,,
,50,,False,,0.0,3,,1.0,,,,
,39,,False,,0.0,2,,1.0,,,,
,44,,False,,0.0,4,,1.0,,,,
,41,,False,,0.25,1,,0.2,,,,
,46,,False,,0.25,0,,0.2,,,,
,48,,False,,0.25,2,,0.2,,,,
,42,,False,,0.25,3,,0.2,,,,
,41,,False,,0.25,4,,0.2,,,,
,53,,False,,0.25,1,,0.4,,,,
,46,,False,,0.25,0,,0.4,,,,
,42,,False,,0.25,2,,0.4,,,,
,52,,False,,0.25,3,,0.4,,,,
,48,,False,,0.25,4,,0.4,,,,
,42,,False,,0.25,1,,0.6000000000000001,,,,
,47,,False,,0.25,0,,0.6000000000000001,,,,
,47,,False,,0.25,2,,0.6000000000000001,,,,
,44,,False,,0.25,3,,0.6000000000000001,,,,
,54,,False,,0.25,4,,0.6000000000000001,,,,
,44,,False,,0.25,0,,0.8,,,,
,49,,False,,0.25,1,,0.8,,,,
,36,,False,,0.25,2,,0.8,,,,
,49,,False,,0.25,4,,0.8,,,,
,44,,False,,0.25,3,,0.8,,,,
,45,,False,,0.25,0,,1.0,,,,
,39,,False,,0.25,1,,1.0,,,,
,42,,False,,0.25,2,,1.0,,,,
,38,,False,,0.25,3,,1.0,,,,
,47,,False,,0.25,4,,1.0,,,,
,47,,False,,0.5,1,,0.2,,,,
,56,,False,,0.5,2,,0.2,,,,
,40,,False,,0.5,0,,0.2,,,,
,45,,False,,0.5,3,,0.2,,,,
,35,,False,,0.5,4,,0.2,,,,
,51,,False,,0.5,1,,0.4,,,,
,42,,False,,0.5,2,,0.4,,,,
,48,,False,,0.5,3,,0.4,,,,
,35,,False,,0.5,0,,0.4,,,,
,40,,False,,0.5,4,,0.4,,,,
,44,,False,,0.5,0,,0.6000000000000001,,,,
,40,,False,,0.5,1,,0.6000000000000001,,,,
,48,,False,,0.5,2,,0.6000000000000001,,,,
,51,,False,,0.5,3,,0.6000000000000001,,,,
,44,,False,,0.5,4,,0.6000000000000001,,,,
,42,,False,,0.5,0,,0.8,,,,
,50,,False,,0.5,1,,0.8,,,,
,44,,False,,0.5,2,,0.8,,,,
,41,,False,,0.5,3,,0.8,,,,
,40,,False,,0.5,4,,0.8,,,,
,50,,False,,0.5,0,,1.0,,,,
,39,,False,,0.5,1,,1.0,,,,
,44,,False,,0.5,2,,1.0,,,,
,46,,False,,0.5,3,,1.0,,,,
,49,,False,,0.75,0,,0.2,,,,
,50,,False,,0.5,4,,1.0,,,,
,42,,False,,0.75,1,,0.2,,,,
,52,,False,,0.75,2,,0.2,,,,
,42,,False,,0.75,3,,0.2,,,,
,47,,False,,0.75,4,,0.2,,,,
,44,,False,,0.75,0,,0.4,,,,
,57,,False,,0.75,1,,0.4,,,,
,55,,False,,0.75,2,,0.4,,,,
,50,,False,,0.75,3,,0.4,,,,
,42,,False,,0.75,4,,0.4,,,,
,47,,False,,0.75,0,,0.6000000000000001,,,,
,47,,False,,0.75,1,,0.6000000000000001,,,,
,53,,False,,0.75,2,,0.6000000000000001,,,,
,48,,False,,0.75,3,,0.6000000000000001,,,,
,56,,False,,0.75,4,,0.6000000000000001,,,,
,49,,False,,0.75,0,,0.8,,,,
,45,,False,,0.75,1,,0.8,,,,
,51,,False,,0.75,2,,0.8,,,,
,55,,False,,0.75,3,,0.8,,,,
,47,,False,,0.75,4,,0.8,,,,
,46,,False,,0.75,0,,1.0,,,,
,39,,False,,0.75,1,,1.0,,,,
,43,,False,,0.75,2,,1.0,,,,
,50,,False,,0.75,3,,1.0,,,,
,45,,False,,0.75,4,,1.0,,,,
,48,,False,,1.0,0,,0.2,,,,
,51,,False,,1.0,1,,0.2,,,,
,52,,False,,1.0,2,,0.2,,,,
,42,,False,,1.0,3,,0.2,,,,
,44,,False,,1.0,4,,0.2,,,,
,49,,False,,1.0,1,,0.4,,,,
,38,,False,,1.0,0,,0.4,,,,
,47,,False,,1.0,2,,0.4,,,,
,39,,False,,1.0,3,,0.4,,,,
,41,,False,,1.0,4,,0.4,,,,
,42,,False,,1.0,1,,0.6000000000000001,,,,
,39,,False,,1.0,0,,0.6000000000000001,,,,
,45,,False,,1.0,2,,0.6000000000000001,,,,
,53,,False,,1.0,3,,0.6000000000000001,,,,
,35,,False,,1.0,4,,0.6000000000000001,,,,
,53,,False,,1.0,0,,0.8,,,,
,44,,False,,1.0,1,,0.8,,,,
,38,,False,,1.0,2,,0.8,,,,
,39,,False,,1.0,3,,0.8,,,,
,45,,False,,1.0,4,,0.8,,,,
,46,,False,,1.0,0,,1.0,,,,
,40,,False,,1.0,1,,1.0,,,,
,48,,False,,1.0,2,,1.0,,,,
,44,,False,,1.0,3,,1.0,,,,
,46,,False,,1.0,4,,1.0,,,,
,46,,False,,0.0,0,,,1.0,,,
,45,,False,,0.0,1,,,1.0,,,
,41,,False,,0.0,2,,,1.0,,,
,53,,False,,0.0,3,,,1.0,,,
,51,,False,,0.0,4,,,1.0,,,
,39,,False,,0.0,0,,,5.0,,,
,39,,False,,0.0,1,,,5.0,,,
,48,,False,,0.0,2,,,5.0,,,
,43,,False,,0.0,3,,,5.0,,,
,45,,False,,0.0,4,,,5.0,,,
,46,,False,,0.0,0,,,10.0,,,
,43,,False,,0.0,1,,,10.0,,,
,41,,False,,0.0,2,,,10.0,,,
,53,,False,,0.0,3,,,10.0,,,
,42,,False,,0.0,4,,,10.0,,,
,46,,False,,0.0,0,,,20.0,,,
,51,,False,,0.0,1,,,20.0,,,
,46,,False,,0.0,2,,,20.0,,,
,54,,False,,0.0,3,,,20.0,,,
,54,,False,,0.0,4,,,20.0,,,
,44,,False,,0.0,0,,,50.0,,,
,36,,False,,0.0,1,,,50.0,,,
,52,,False,,0.0,2,,,50.0,,,
,42,,False,,0.0,3,,,50.0,,,
,51,,False,,0.0,4,,,50.0,,,
,37,,False,,0.25,0,,,1.0,,,
,47,,False,,0.25,1,,,1.0,,,
,46,,False,,0.25,2,,,1.0,,,
,51,,False,,0.25,3,,,1.0,,,
,49,,False,,0.25,4,,,1.0,,,
,41,,False,,0.25,0,,,5.0,,,
,54,,False,,0.25,1,,,5.0,,,
,49,,False,,0.25,2,,,5.0,,,
,45,,False,,0.25,3,,,5.0,,,
,45,,False,,0.25,4,,,5.0,,,
,43,,False,,0.25,0,,,10.0,,,
,51,,False,,0.25,1,,,10.0,,,
,43,,False,,0.25,2,,,10.0,,,
,39,,False,,0.25,3,,,10.0,,,
,55,,False,,0.25,4,,,10.0,,,
,43,,False,,0.25,0,,,20.0,,,
,45,,False,,0.25,1,,,20.0,,,
,48,,False,,0.25,2,,,20.0,,,
,53,,False,,0.25,3,,,20.0,,,
,45,,False,,0.25,4,,,20.0,,,
,50,,False,,0.25,0,,,50.0,,,
,44,,False,,0.25,1,,,50.0,,,
,49,,False,,0.25,2,,,50.0,,,
,50,,False,,0.25,3,,,50.0,,,
,34,,False,,0.25,4,,,50.0,,,
,46,,False,,0.5,0,,,1.0,,,
,47,,False,,0.5,1,,,1.0,,,
,43,,False,,0.5,2,,,1.0,,,
,44,,False,,0.5,3,,,1.0,,,
,36,,False,,0.5,4,,,1.0,,,
,39,,False,,0.5,0,,,5.0,,,
,48,,False,,0.5,1,,,5.0,,,
,46,,False,,0.5,2,,,5.0,,,
,42,,False,,0.5,3,,,5.0,,,
,44,,False,,0.5,4,,,5.0,,,
,47,,False,,0.5,0,,,10.0,,,
,47,,False,,0.5,1,,,10.0,,,
,43,,False,,0.5,3,,,10.0,,,
,46,,False,,0.5,2,,,10.0,,,
,37,,False,,0.5,4,,,10.0,,,
,46,,False,,0.5,0,,,20.0,,,
,41,,False,,0.5,1,,,20.0,,,
,43,,False,,0.5,2,,,20.0,,,
,45,,False,,0.5,4,,,20.0,,,
,52,,False,,0.5,0,,,50.0,,,
,47,,False,,0.5,1,,,50.0,,,
,45,,False,,0.5,2,,,50.0,,,
,47,,False,,0.5,3,,,50.0,,,
,39,,False,,0.5,4,,,50.0,,,
,41,,False,,0.75,0,,,1.0,,,
,51,,False,,0.75,1,,,1.0,,,
,47,,False,,0.75,2,,,1.0,,,
,36,,False,,0.5,3,,,20.0,,,
,46,,False,,0.75,3,,,1.0,,,
,56,,False,,0.75,0,,,5.0,,,
,41,,False,,0.75,4,,,1.0,,,
,45,,False,,0.75,3,,,5.0,,,
,53,,False,,0.75,2,,,5.0,,,
,44,,False,,0.75,1,,,5.0,,,
,45,,False,,0.75,4,,,5.0,,,
,46,,False,,0.75,1,,,10.0,,,
,60,,False,,0.75,0,,,10.0,,,
,39,,False,,0.75,2,,,10.0,,,
,42,,False,,0.75,4,,,10.0,,,
