sample_id,rep,idle_prob,follow_prob,perc_scouts,kappa_0,alpha,beta,w_dir,time_to_depletion,time_to_first_nectar,success
0,3,0.21514954689456697,0.9262576919282233,0.6935535493732975,2.0574843808472645,21.209683944386043,1.5917862240261766,0.20254630439845667,2492.0,8.0,True
0,4,0.21514954689456697,0.9262576919282233,0.6935535493732975,2.0574843808472645,21.209683944386043,1.5917862240261766,0.20254630439845667,1816.0,4.0,True
0,1,0.21514954689456697,0.9262576919282233,0.6935535493732975,2.0574843808472645,21.209683944386043,1.5917862240261766,0.20254630439845667,5377.0,17.0,True
0,2,0.21514954689456697,0.9262576919282233,0.6935535493732975,2.0574843808472645,21.209683944386043,1.5917862240261766,0.20254630439845667,6283.0,158.0,True
0,6,0.21514954689456697,0.9262576919282233,0.6935535493732975,2.0574843808472645,21.209683944386043,1.5917862240261766,0.20254630439845667,3315.0,8.0,True
0,5,0.21514954689456697,0.9262576919282233,0.6935535493732975,2.0574843808472645,21.209683944386043,1.5917862240261766,0.20254630439845667,5142.0,19.0,True
0,0,0.21514954689456697,0.9262576919282233,0.6935535493732975,2.0574843808472645,21.209683944386043,1.5917862240261766,0.20254630439845667,10863.0,58.0,True
0,7,0.21514954689456697,0.9262576919282233,0.6935535493732975,2.0574843808472645,21.209683944386043,1.5917862240261766,0.20254630439845667,3772.0,155.0,True
0,8,0.21514954689456697,0.9262576919282233,0.6935535493732975,2.0574843808472645,21.209683944386043,1.5917862240261766,0.20254630439845667,3552.0,4.0,True
0,10,0.21514954689456697,0.9262576919282233,0.6935535493732975,2.0574843808472645,21.209683944386043,1.5917862240261766,0.20254630439845667,1774.0,50.0,True
0,12,0.21514954689456697,0.9262576919282233,0.6935535493732975,2.0574843808472645,21.209683944386043,1.5917862240261766,0.20254630439845667,2288.0,28.0,True
0,13,0.21514954689456697,0.9262576919282233,0.6935535493732975,2.0574843808472645,21.209683944386043,1.5917862240261766,0.20254630439845667,2775.0,4.0,True
0,11,0.21514954689456697,0.9262576919282233,0.6935535493732975,2.0574843808472645,21.209683944386043,1.5917862240261766,0.20254630439845667,5502.0,8.0,True
0,9,0.21514954689456697,0.9262576919282233,0.6935535493732975,2.0574843808472645,21.209683944386043,1.5917862240261766,0.20254630439845667,8018.0,27.0,True
0,14,0.21514954689456697,0.9262576919282233,0.6935535493732975,2.0574843808472645,21.209683944386043,1.5917862240261766,0.20254630439845667,3622.0,29.0,True
1,3,0.01422529441820609,0.8401837235344032,0.440073939714273,2.854158670195116,26.14574725543698,3.418491772852635,0.3693208853631237,1290.0,14.0,True
1,0,0.01422529441820609,0.8401837235344032,0.440073939714273,2.854158670195116,26.14574725543698,3.418491772852635,0.3693208853631237,4746.0,7.0,True
1,1,0.01422529441820609,0.8401837235344032,0.440073939714273,2.854158670195116,26.14574725543698,3.418491772852635,0.3693208853631237,4361.0,368.0,True
1,2,0.01422529441820609,0.8401837235344032,0.440073939714273,2.854158670195116,26.14574725543698,3.418491772852635,0.3693208853631237,5439.0,69.0,True
1,5,0.01422529441820609,0.8401837235344032,0.440073939714273,2.854158670195116,26.14574725543698,3.418491772852635,0.3693208853631237,3559.0,14.0,True
1,4,0.01422529441820609,0.8401837235344032,0.440073939714273,2.854158670195116,26.14574725543698,3.418491772852635,0.3693208853631237,6987.0,36.0,True
1,7,0.01422529441820609,0.8401837235344032,0.440073939714273,2.854158670195116,26.14574725543698,3.418491772852635,0.3693208853631237,7117.0,11.0,True
1,8,0.01422529441820609,0.8401837235344032,0.440073939714273,2.854158670195116,26.14574725543698,3.418491772852635,0.3693208853631237,6366.0,165.0,True
1,6,0.01422529441820609,0.8401837235344032,0.440073939714273,2.854158670195116,26.14574725543698,3.418491772852635,0.3693208853631237,12668.0,13.0,True
1,9,0.01422529441820609,0.8401837235344032,0.440073939714273,2.854158670195116,26.14574725543698,3.418491772852635,0.3693208853631237,8808.0,13.0,True
1,10,0.01422529441820609,0.8401837235344032,0.440073939714273,2.854158670195116,26.14574725543698,3.418491772852635,0.3693208853631237,6219.0,39.0,True
1,12,0.01422529441820609,0.8401837235344032,0.440073939714273,2.854158670195116,26.14574725543698,3.418491772852635,0.3693208853631237,6252.0,59.0,True
1,13,0.01422529441820609,0.8401837235344032,0.440073939714273,2.854158670195116,26.14574725543698,3.418491772852635,0.3693208853631237,3307.0,19.0,True
1,11,0.01422529441820609,0.8401837235344032,0.440073939714273,2.854158670195116,26.14574725543698,3.418491772852635,0.3693208853631237,9181.0,85.0,True
1,14,0.01422529441820609,0.8401837235344032,0.440073939714273,2.854158670195116,26.14574725543698,3.418491772852635,0.3693208853631237,3471.0,51.0,True
2,0,0.07050699199787062,0.6124875973084247,0.11181378972842457,2.1314649477287078,9.337727679061699,5.8727872286842535,0.3848010283219949,20792.0,8.0,True
2,3,0.07050699199787062,0.6124875973084247,0.11181378972842457,2.1314649477287078,9.337727679061699,5.8727872286842535,0.3848010283219949,15592.0,54.0,True
2,2,0.07050699199787062,0.6124875973084247,0.11181378972842457,2.1314649477287078,9.337727679061699,5.8727872286842535,0.3848010283219949,23682.0,812.0,True
2,1,0.07050699199787062,0.6124875973084247,0.11181378972842457,2.1314649477287078,9.337727679061699,5.8727872286842535,0.3848010283219949,30954.0,154.0,True
2,4,0.07050699199787062,0.6124875973084247,0.11181378972842457,2.1314649477287078,9.337727679061699,5.8727872286842535,0.3848010283219949,20951.0,11.0,True
2,5,0.07050699199787062,0.6124875973084247,0.11181378972842457,2.1314649477287078,9.337727679061699,5.8727872286842535,0.3848010283219949,24626.0,38.0,True
